
猫TV影视,#genre#
有线新闻,http://61.10.2.141:80/live_freedirect/freehd209_h.live/chunklist.m3u8$IPV4•线路6
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8$IPV4•线路7
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u$IPV4•线路8
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/hd110_h.live/playlist.m3u8$IPV4•线路9
有线新闻,http://61.10.2.140/live_freedirect/freehd209_h.live/playlist.m3u8$IPV4•线路10
有线新闻,http://cm61-10-2-140.hkcable.com.hk/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8$IPV4•线路11
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/chunklist_w1949275579.m3u8$IPV4•线路12
有线新闻,http://61.10.2.134:80/live_freedirect/freehd209_h.live/chunklist.m3u8$IPV4•线路13
有线新闻,http://61.10.2.146/live_freedirect/freehd209_h.live/playlist.m3u8$IPV4•线路14
有线新闻,http://61.10.2.151:80/live_freedirect/freehd209_h.live/chunklist_w1201085709.m3u8$IPV4•线路15
TVBS新闻,http://rihou.cc:555/tv/[FY]tvbS新闻$IPV4•线路3
TVBS新闻,http://kt.hmysapp.cn:222/cdnlive.php?mode=play&id=f3818c484ecc5469690bbd713c31465d&token=FT48WqcKMPn8MU6x26sDLPrfK18EQx4Q;machineid=a6f72b428330cfa0;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路9
TVBS新闻,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8$IPV4•线路11
TVBS欢乐,http://kt.hmysapp.cn:222/cdnlive.php?mode=play&id=a2309b6cbfc99db79ceefc6cdc56b325&token=FT48WqcKMPn8MU6x26sDLPrfK18EQx4Q;machineid=a6f72b428330cfa0;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路5
寰宇新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=2sC4R9&tk=SLK5QjnsRiya$IPV4•线路5
寰宇新聞台,http://bak.dou.ddns-ip.net/api.php?n=HKTV&id=JP9JTo&tk=B9eddFxBG9JM$IPV4•线路12
寰宇新聞台,http://bak.dou.ddns-ip.net/api.php?n=cctvxxx&id=a5BrR5&tk=4U04NDOE13ra$IPV4•线路15
133爆谷台,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8$IPV4•线路2
翡翠综合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8$IPV4
ROCK Action,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=RhYj3n&tk=SLK5QjnsRiya$IPV4•线路7
TVB星河,https://cdn6.cc.cd/163189/tvbxh$IPV4•线路4
TVB星河,http://49.232.143.177:80/pyxg/hmy.php?id=TVB星河&key=***$IPV4•线路7
TVB星河,http://c.123.rr.kg/163189/tvbxh$IPV4•线路8
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/$IPV4•线路12
TVB星河,https://cdn6.123.rr.kg/163189/tvbxh$IPV4•线路14
千禧经典台,https://o11.163189.xyz/stream/live/tvbc/$IPV4•线路10
千禧经典台,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8$IPV4•线路12
712WARNERTV,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34603$IPV4
TVBdrama,http://tv123.cc.cd/live.php?ch=490&sid=41bcbe468a447aaf0f17f71daf5983b6&exp=1788285288&sig=8696e7272def793559531ceb883f295e5e42627abe0d1988ae83f83bf12932f8$IPV4
美亚电影台,http://49.232.143.177:80/pyxg/hmy.php?id=美亚电影台&key=***$IPV4•线路3
美亚电影台,http://125.94.244.29:2101/1234.php?id=36&s=3$IPV4•线路9
美亚电影台,http://125.94.244.29:2101/1234.php?id=19&s=1$IPV4•线路10
美亞電影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8$IPV4
美亚电影国,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya$IPV4
TVB Plus,https://cdn6.123.rr.kg/163189/tvbp$IPV4•线路7
TVB Plus,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=aCMBgd&tk=SLK5QjnsRiya$IPV4•线路13
TVB Plus,https://o11.163189.xyz/stream/tvb/tvbp/$IPV4•线路14
MBC 대전,http://tv123.cc.cd/live.php?ch=1752&sid=41bcbe468a447aaf0f17f71daf5983b6&exp=1788285288&sig=7b030ce8472fa73d3124325e22ffb5f6890b7a2417cfaeeec1ad670e544e52b3$IPV4
Hoy 78,http://cdn.163189.xyz/live/hoy/stream.m3u8$IPV4•线路1
Hoy 78,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8$IPV4•线路2
Hoy 78,http://cdn.163189.xyz/live/hoy/stream.m3u8$IPV4•线路3
天映频道粤,http://o11.163189.xyz/stream/live/typd/$IPV4•线路6
天映频道粤,https://o11.163189.xyz/stream/live/typd/$IPV4•线路13
三立台湾,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34806$IPV4•线路1
三立台湾,https://ktpremium.world/live/LT1976F/A9177/1003298.ts$IPV4•线路2
三立台湾,http://kt.hmysapp.cn:222/cdnlive.php?mode=play&id=5bc6e57495b4d08a3ec4fdf5d875d30f&token=FT48WqcKMPn8MU6x26sDLPrfK18EQx4Q;machineid=a6f72b428330cfa0;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路4
三立新闻,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34805$IPV4•线路5
三立新闻,http://kt.hmysapp.cn:222/cdnlive.php?mode=play&id=7f87b183d2fc14254c78c63883271264&token=FT48WqcKMPn8MU6x26sDLPrfK18EQx4Q;machineid=a6f72b428330cfa0;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路11
东森综合,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34902$IPV4•线路2
东森综合,http://125.94.244.29:2101/1234.php?id=19&s=4$IPV4•线路5
东森综合,http://kt.hmysapp.cn:222/cdnlive.php?mode=play&id=524d539ec5fb663b50a7ebdb075c2e8c&token=FT48WqcKMPn8MU6x26sDLPrfK18EQx4Q;machineid=a6f72b428330cfa0;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路7
东森电影,http://rihou.cc:555/tv/东森电影$IPV4•线路4
东森电影,http://125.94.244.29:2101/1234.php?id=32&s=5$IPV4•线路8
东森电影,https://ktpremium.world/live/LT1976F/A9177/870557.ts$IPV4•线路10
东森电影,http://kt.hmysapp.cn:222/cdnlive.php?mode=play&id=1e378f2d1a49befa27fb0499013ff517&token=FT48WqcKMPn8MU6x26sDLPrfK18EQx4Q;machineid=a6f72b428330cfa0;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路13
Now剧集,http://rihou.cc:555/tv/[Bx]Now爆谷$IPV4
Now星影台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=9Yd1yK&tk=SLK5QjnsRiya$IPV4•线路4
Now星影台,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8$IPV4•线路6
Now星影台,http://bak.dou.ddns-ip.net/api.php?n=cctvxxx&id=KqOtof&tk=4U04NDOE13ra$IPV4•线路7
Now星影台,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8$IPV4•线路8
靖天资讯,https://ktpremium.world/live/LT1976F/A9177/918596.ts$IPV4•线路3
靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8$IPV4•线路13
靖天電影台,http://4gtv.cnlive.club/channel/3fcf6ae8/index.m3u8$IPV4•线路14
amc电影台,http://125.94.244.29:2101/1234.php?id=5&s=6$IPV4•线路4
Channel 5 HD,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8$IPV4
Channel 8 HD,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8$IPV4
Channel U HD,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8$IPV4
RTHK 31,http://67.220.71.199:2347/livehttpplay?channel_id=30066$IPV4•线路1
RTHK 31,http://cdn.163189.xyz/163189/rthk31$IPV4•线路2
RTHK 31,http://125.94.244.29:2101/1234.php?id=15&s=5$IPV4•线路4
RTHK 32,http://67.220.71.199:2347/livehttpplay?channel_id=20203$IPV4•线路1
RTHK 32,http://67.220.71.199:2347/livehttpplay?channel_id=30028$IPV4•线路2
RTHK 32,http://67.220.71.199:2347/livehttpplay?channel_id=30067$IPV4•线路3
RTHK 32,http://cdn.163189.xyz/163189/rthk32$IPV4•线路4
RTHK 32,http://125.94.244.29:2101/1234.php?id=15&s=2$IPV4•线路5
RTHK 33,http://cdn6.163189.xyz/163189/cctv1$IPV4•线路1
RTHK 34,http://43.240.220.130:3360/cdnlive-fusion.php?mode=play&id=bee7ea565f5c9458987f1893e30e056f&token=qBPHA4CG4QetWxkzDkrQunrT5DGBvHLG;machineid=a6f72b428330cfa0;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路3
中天新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=jI8pXG&tk=SLK5QjnsRiya$IPV4•线路6
中天新聞台,http://bak.dou.ddns-ip.net/api.php?n=HKTV&id=G8vMmy&tk=B9eddFxBG9JM$IPV4•线路10
中天新聞台,http://4gtv.cnlive.club/channel/3824d067/index.m3u8$IPV4•线路11
中視,http://49.232.143.177:80/pyxg/hmy.php?id=中視&key=***$IPV4•线路6
千禧經典台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=J5Sbam&tk=SLK5QjnsRiya$IPV4•线路2
8-度空间国,https://cdn6.163189.xyz/163189/8tv$IPV4•线路1
8-度空间国,https://cdn6.163189.xyz/163189/8tv$IPV4•线路2
新加坡中文,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd$IPV4•线路2
華視,http://49.232.143.177:80/pyxg/hmy.php?id=華視&key=***$IPV4•线路6
龍華電影台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=ZcFnhW&tk=SLK5QjnsRiya$IPV4•线路2
龍華電影台,http://37.27.111.214:8080/live/19/hls.m3u8$IPV4•线路5
凤凰香港,http://k.061899.xyz/k.php?id=fhhk$IPV4•线路1
凤凰香港,https://cdn6.cc.cd/163189/fhhk$IPV4•线路7
凤凰香港,http://c.123.rr.kg/163189/fhhk$IPV4•线路9
凤凰香港,https://cdn6.163189.xyz/163189/fhhk$IPV4•线路11
凤凰香港,https://cdn6.123.rr.kg/163189/fhhk$IPV4•线路14
凤凰卫视,http://122.152.202.33/s/81a8a44f/index.m3u8?id=15$IPV4•线路3
香港卫视,http://125.94.244.29:2101/1234.php?id=8&s=2$IPV4•线路6
香港卫视,http://43.240.220.130:3360/cdnlive-fusion.php?mode=play&id=1df191b6de196f5d7b043cb03ac4bdec&token=qBPHA4CG4QetWxkzDkrQunrT5DGBvHLG;machineid=a6f72b428330cfa0;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路12
香港卫视,http://webcast.hkstv.tv:80/livestream/mutfysrq/playlist.m3u8?hls_ctx=9dl33ad6$IPV4•线路14
TVBS亚洲,http://kt.hmysapp.cn:222/cdnlive.php?mode=play&id=fc08860f10f58de933336efe9b950d9b&token=FT48WqcKMPn8MU6x26sDLPrfK18EQx4Q;machineid=a6f72b428330cfa0;userip=140.250.226.243;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路9
无线新闻,https://cdn6.123.rr.kg/163189/wxxw$IPV4•线路3
无线新闻,https://cdn6.123.rr.kg/163189/wxxwt$IPV4•线路4
无线新闻,http://ktpremium.site:2095/live/hakimlau536/Aaaa2345/492389.ts$IPV4•线路6
无线新闻,http://15611-huge.cdn-o2.me/live/4b1cb29e33/9ea2b8c5e827/500949.ts$IPV4•线路9
无线新闻,http://15611-huge.cdn-o2.me/live/4b1cb29e33/9ea2b8c5e827/500953.ts$IPV4•线路10
纬来体育,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34855$IPV4•线路2
纬来体育,http://125.94.244.29:2101/1234.php?id=28&s=4$IPV4•线路5
纬来体育,https://ktpremium.world/live/LT1976F/A9177/877044.ts$IPV4•线路7
纬来育乐,http://31.43.191.125:8080/vip6821768502490/6c17bae55394/34849$IPV4•线路2
纬来育乐,http://125.94.244.29:2101/1234.php?id=31&s=4$IPV4•线路3
纬来育乐,http://125.94.244.29:2101/1234.php?id=26&s=4$IPV4•线路4

📠┃央视频道,#genre#
CCTV1,http://47.106.39.47:8596/aikan.php?id=cctv1$IPV4•线路4
CCTV1,http://47.106.39.47:8596/aikan.php?id=cctv1b$IPV4•线路5
CCTV2,http://47.106.39.47:8596/aikan.php?id=cctv2$IPV4•线路3
CCTV3,http://47.106.39.47:8596/aikan.php?id=cctv3$IPV4•线路3
CCTV4,http://47.106.39.47:8596/aikan.php?id=cctv4$IPV4•线路3
CCTV5,http://47.106.39.47:8596/aikan.php?id=cctv5$IPV4•线路3
CCTV5,http://47.106.39.47:8596/aikan.php?id=cctv5b$IPV4•线路4
CCTV5+,http://47.100.80.251:50001/641886773$IPV4•线路2
CCTV5+,http://go.bkpcp.top/mg/cctv5p$IPV4•线路4
CCTV5+,http://173.208.212.130:8181/1080p/cctv5p.m3u8$IPV4•线路5
CCTV5+,http://47.106.39.47:8596/aikan.php?id=cctv5p$IPV4•线路8
CCTV5+,http://47.106.39.47:8596/aikan.php?id=cctv5p2$IPV4•线路9
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8$IPV4•线路13
CCTV5+,http://m.061899.xyz/mg/cctv5p$IPV4•线路15
CCTV6,http://47.106.39.47:8596/aikan.php?id=cctv6$IPV4•线路3
CCTV7,http://47.106.39.47:8596/aikan.php?id=cctv7$IPV4•线路3
CCTV8,http://47.106.39.47:8596/aikan.php?id=cctv8$IPV4•线路3
CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路4
CCTV9,http://47.106.39.47:8596/aikan.php?id=cctv9$IPV4•线路3
CCTV10,http://47.106.39.47:8596/aikan.php?id=cctv10$IPV4•线路3
CCTV11,http://47.106.39.47:8596/aikan.php?id=cctv11$IPV4•线路3
CCTV11,http://go.bkpcp.top/mg/cctv11$IPV4•线路15
CCTV12,http://47.100.80.251:50001/673168185$IPV4•线路2
CCTV12,http://go.bkpcp.top/mg/cctv12$IPV4•线路4
CCTV12,http://173.208.212.130:8181/1080p/cctv12.m3u8$IPV4•线路5
CCTV12,http://47.106.39.47:8596/aikan.php?id=cctv12$IPV4•线路8
CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路9
CCTV13,http://47.106.39.47:8596/aikan.php?id=cctv13$IPV4•线路3
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$IPV4•线路4
CCTV14,http://47.106.39.47:8596/aikan.php?id=cctv14$IPV4•线路3
CCTV15,http://47.106.39.47:8596/aikan.php?id=cctv15$IPV4•线路3
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8$IPV4•线路7
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub$IPV4•线路4
CCTV16,http://173.208.212.130:8181/1080p/cctv16.m3u8$IPV4•线路5
CCTV17,http://47.100.80.251:50001/673168256$IPV4•线路2
CCTV17,http://go.bkpcp.top/mg/cctv17$IPV4•线路4
CCTV17,http://173.208.212.130:8181/1080p/cctv17.m3u8$IPV4•线路5
CCTV17,http://47.106.39.47:8596/aikan.php?id=cctv17$IPV4•线路8
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8$IPV4•线路12
CCTV4K,http://67.220.71.199:2347/livehttpplay?channel_id=30029$IPV4•线路10
CCTV4K,http://38.75.136.137:98/gslb/dsdqbv/cctv4k.m3u8?auth=test20251009$IPV4•线路11
CCTV8K,http://38.75.136.137:98/gslb/dsdqbv/cctv8K.m3u8?auth=test20251009$IPV4•线路5
CCTV8K,http://125.94.244.29:2101/1234.php?id=9&s=9$IPV4•线路6
CETV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv1hd$IPV4•线路3
CETV1,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub$IPV4•线路4
CETV1,http://120.76.248.139/live/bfgd/4200000135.m3u8$IPV4•线路5
CETV1,http://smartzhu.cn:1234/923287154$IPV4•线路9
CETV1,http://chen.ccwu.cc:1234/923287154$IPV4•线路10
CETV1,http://2280.eu.org:1234/923287154$IPV4•线路11
CETV2,http://smartzhu.cn:1234/923287211$IPV4•线路5
CETV2,http://chen.ccwu.cc:1234/923287211$IPV4•线路6
CETV2,http://2280.eu.org:1234/923287211$IPV4•线路7
CETV4,http://smartzhu.cn:1234/923287339$IPV4•线路7
CETV4,http://chen.ccwu.cc:1234/923287339$IPV4•线路8
CETV4,http://2280.eu.org:1234/923287339$IPV4•线路9

🐻┃卫视频道,#genre#
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$IPV4•线路3
浙江卫视,http://173.208.212.130:8181/1080p/zjws.m3u8$IPV4•线路4
浙江卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=zjws&zy.m3u8$IPV4•线路5
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$IPV4•线路11
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$IPV4•线路12
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8$IPV4•线路13
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$IPV4•线路15
湖南卫视,http://173.208.212.130:8181/1080p/hnws.m3u8$IPV4•线路3
湖南卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=hunws&zy.m3u8$IPV4•线路4
东方卫视,http://home.szjim.top:4000/udp/239.77.1.218:5146$IPV4•线路3
东方卫视,http://115.29.208.41:34567/gd.php?id=dfws&kl=www.9kds.com$IPV4•线路4
东方卫视,http://go.bkpcp.top/mg/dfws$IPV4•线路5
东方卫视,http://47.106.39.47:8596/aikan.php?id=dfws$IPV4•线路9
江苏卫视,http://173.208.212.130:8181/1080p/jsws.m3u8$IPV4•线路3
江苏卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=jsws&zy.m3u8$IPV4•线路4
江苏卫视,http://go.bkpcp.top/mg/jsws$IPV4•线路5
江苏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jswshd$IPV4•线路13
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009$IPV4•线路15
山东卫视,http://173.208.212.130:8181/1080p/sdws.m3u8$IPV4•线路3
山东卫视,http://rihou.cc:555/tv/[mg]山东卫视$IPV4•线路4
山东卫视,http://go.bkpcp.top/mg/sdws$IPV4•线路5
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8$IPV4•线路9
山东卫视,http://120.76.248.139/live/bfgd/4200000099.m3u8$IPV4•线路11
山东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sdwshd$IPV4•线路13
北京卫视,http://173.208.212.130:8181/1080p/bjws.m3u8$IPV4•线路3
北京卫视,http://rihou.cc:555/tv/[mg]北京卫视$IPV4•线路4
北京卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=bjwshd$IPV4•线路11
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009$IPV4•线路13
北京卫视,http://120.76.248.139/live/bfgd/4200000083.m3u8$IPV4•线路15
安徽卫视,http://173.208.212.130:8181/1080p/ahwss.m3u8$IPV4•线路3
安徽卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=ahws&zy.m3u8$IPV4•线路4
安徽卫视,http://go.bkpcp.top/mg/ahws$IPV4•线路5
安徽卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ahwshd$IPV4•线路12
重庆卫视,http://home.szjim.top:4000/udp/239.77.1.162:5146$IPV4•线路3
重庆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cqwshd$IPV4•线路12
四川卫视,http://home.szjim.top:4000/udp/239.77.0.159:5146$IPV4•线路3
四川卫视,http://115.29.208.41:34567/gd.php?id=scws&kl=www.9kds.com$IPV4•线路4
四川卫视,http://go.bkpcp.top/mg/scws$IPV4•线路5
四川卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=scwshd$IPV4•线路15
东南卫视,http://173.208.212.130:8181/1080p/dnws.m3u8$IPV4•线路3
东南卫视,http://115.29.208.41:34567/gd.php?id=dnws&kl=www.9kds.com$IPV4•线路4
东南卫视,http://go.bkpcp.top/mg/dnws$IPV4•线路5
东南卫视,http://47.106.39.47:8596/aikan.php?id=dnws$IPV4•线路9
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8$IPV4•线路11
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8$IPV4•线路13
东南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dnwshd$IPV4•线路14
深圳卫视,http://173.208.212.130:8181/1080p/szws.m3u8$IPV4•线路3
广东卫视,http://173.208.212.130:8181/1080p/gdws.m3u8$IPV4•线路3
广东卫视,http://rihou.cc:555/tv/[mg]广东卫视$IPV4•线路4
广东卫视,http://go.bkpcp.top/mg/gdws$IPV4•线路5
广西卫视,http://home.szjim.top:4000/udp/239.253.43.36:5146$IPV4•线路2
广西卫视,http://115.29.208.41:34567/gd.php?id=gxws&kl=www.9kds.com$IPV4•线路3
广西卫视,http://go.bkpcp.top/mg/gxws$IPV4•线路4
广西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gxwshd$IPV4•线路11
广西卫视,http://120.76.248.139/live/bfgd/4200000116.m3u8$IPV4•线路13
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub$IPV4•线路15
厦门卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xmws$IPV4•线路7
厦门卫视,http://8.138.7.223/tv/fjtv1.php?id=xmws$IPV4•线路8
厦门卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xmws$IPV4•线路12
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub$IPV4•线路15
甘肃卫视,http://home.szjim.top:4000/udp/239.77.0.189:5146$IPV4•线路3
甘肃卫视,http://go.bkpcp.top/mg/gsws$IPV4•线路5
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub$IPV4•线路14
甘肃卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gswshd$IPV4•线路15
贵州卫视,http://110.42.52.180:6688/live/live.php?token=1yeiVihw&id=gzws$IPV4•线路3
贵州卫视,http://115.29.208.41:34567/gd.php?id=gzws&kl=www.9kds.com$IPV4•线路4
贵州卫视,http://go.bkpcp.top/mg/gzws$IPV4•线路5
河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8$IPV4•线路3
河北卫视,http://115.29.208.41:34567/gd.php?id=hebws&kl=www.9kds.com$IPV4•线路5
河北卫视,http://k.061899.xyz/m.php?id=hbws$IPV4•线路6
河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8$IPV4•线路12
河北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hewshd$IPV4•线路13
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub$IPV4•线路14
河南卫视,http://home.szjim.top:4000/udp/239.77.1.229:5146$IPV4•线路3
河南卫视,http://115.29.208.41:34567/gd.php?id=henws&kl=www.9kds.com$IPV4•线路4
河南卫视,http://go.bkpcp.top/mg/hnws$IPV4•线路5
河南卫视,http://47.106.39.47:8596/aikan.php?id=hnws$IPV4•线路10
黑龙江卫视,http://173.208.212.130:8181/1080p/hljws.m3u8$IPV4•线路3
黑龙江卫视,http://115.29.208.41:34567/gd.php?id=hljws&kl=www.9kds.com$IPV4•线路4
黑龙江卫视,http://k.061899.xyz/m.php?id=hljws$IPV4•线路5
黑龙江卫视,http://120.76.248.139/live/bfgd/4200000095.m3u8$IPV4•线路11
黑龙江卫视,http://120.76.248.139/live/bfgd/4200000095.m3u8$IPV4•线路14
湖北卫视,http://173.208.212.130:8181/1080p/hbws.m3u8$IPV4•线路3
湖北卫视,http://115.29.208.41:34567/gd.php?id=hbws&kl=www.9kds.com$IPV4•线路4
湖北卫视,http://go.bkpcp.top/mg/hubws$IPV4•线路5
湖北卫视,http://47.106.39.47:8596/aikan.php?id=hbws$IPV4•线路9
湖北卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hbwshd$IPV4•线路14
湖北卫视,http://120.76.248.139/live/bfgd/4200000102.m3u8$IPV4•线路15
江西卫视,http://home.szjim.top:4000/udp/239.77.1.219:5146$IPV4•线路3
江西卫视,http://115.29.208.41:34567/gd.php?id=jxws&kl=www.9kds.com$IPV4•线路4
江西卫视,http://go.bkpcp.top/mg/jxws$IPV4•线路5
江西卫视,http://47.106.39.47:8596/aikan.php?id=jxws$IPV4•线路9
吉林卫视,http://home.szjim.top:4000/udp/239.77.1.111:5146$IPV4•线路3
吉林卫视,http://go.bkpcp.top/mg/jlws$IPV4•线路5
吉林卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jlwshd$IPV4•线路14
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8$IPV4•线路3
内蒙古卫视,http://home.szjim.top:4000/udp/239.77.0.70:5146$IPV4•线路4
内蒙古卫视,http://go.bkpcp.top/mg/nmws$IPV4•线路6
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$IPV4•线路14
辽宁卫视,http://173.208.212.130:8181/1080p/lnws.m3u8$IPV4•线路3
辽宁卫视,http://115.29.208.41:34567/gd.php?id=lnws&kl=www.9kds.com$IPV4•线路4
辽宁卫视,http://go.bkpcp.top/mg/lnws$IPV4•线路5
辽宁卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lnwshd$IPV4•线路14
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8$IPV4•线路2
宁夏卫视,http://home.szjim.top:4000/udp/239.77.0.73:5146$IPV4•线路3
宁夏卫视,http://115.29.208.41:34567/gd.php?id=nxws&kl=www.9kds.com$IPV4•线路4
宁夏卫视,http://go.bkpcp.top/mg/nxws$IPV4•线路5
青海卫视,http://home.szjim.top:4000/udp/239.77.0.71:5146$IPV4•线路3
青海卫视,http://go.bkpcp.top/mg/qhws$IPV4•线路5
